source,target
Africa Day,African Union
Africa Day,African Union
Africa Day,African Union Commission
Africa Day,African Union Commission
Africa Day,African Union Mission in Burundi
Africa Day,African Union Mission in Burundi
Africa Day,African Union Mission in Sudan
Africa Day,African Union Mission in Sudan
Africa Day,African Union Mission to Somalia
Africa Day,African Union Mission to Somalia
Africa Day,Afro (currency)
Africa Day,Afro (currency)
Africa Day,Ascension of Jesus
Africa Day,Ascension of Jesus
Africa Day,Assembly of the African Union
Africa Day,Assembly of the African Union
Africa Day,AU Conference Center and Office Complex
Africa Day,AU Conference Center and Office Complex
Africa Day,Boxing Day
Africa Day,Boxing Day
Africa Day,Bureau of the Pan-African Parliament
Africa Day,Bureau of the Pan-African Parliament
Africa Day,Casablanca Group
Africa Day,Casablanca Group
Africa Day,Cassinga Day
Africa Day,Cassinga Day
Africa Day,Category:African Union
Africa Day,Category:African Union
Africa Day,Central banks and currencies of Africa
Africa Day,Central banks and currencies of Africa
Africa Day,Chairperson of the African Union
Africa Day,Chairperson of the African Union
Africa Day,Chairperson of the African Union Commission
Africa Day,Chairperson of the African Union Commission
Africa Day,Chairperson of the Organisation of African Unity
Africa Day,Chairperson of the Organisation of African Unity
Africa Day,Christmas
Africa Day,Christmas
Africa Day,Constitutive Act of the African Union
Africa Day,Constitutive Act of the African Union
Africa Day,Countries bordering the African Union
Africa Day,Countries bordering the African Union
Africa Day,Cross-Cutting Programs Committee
Africa Day,Cross-Cutting Programs Committee
Africa Day,Deputy Chairperson of the African Union Commission
Africa Day,Deputy Chairperson of the African Union Commission
Africa Day,Easter Monday
Africa Day,Easter Monday
Africa Day,Economic Affairs Committee (African Union)
Africa Day,Economic Affairs Committee (African Union)
Africa Day,Economic; Social and Cultural Council
Africa Day,Economic; Social and Cultural Council
Africa Day,Economy of the African Union
Africa Day,Economy of the African Union
Africa Day,Emblem of the African Union
Africa Day,Emblem of the African Union
Africa Day,Enlargement of the African Union
Africa Day,Enlargement of the African Union
Africa Day,Ethiopia
Africa Day,Ethiopia
Africa Day,Executive Council of the African Union
Africa Day,Executive Council of the African Union
Africa Day,Extreme points of the African Union
Africa Day,Extreme points of the African Union
Africa Day,Financial Institutions of the African Union
Africa Day,Financial Institutions of the African Union
Africa Day,Flag of the African Union
Africa Day,Flag of the African Union
Africa Day,Foreign relations of the African Union
Africa Day,Foreign relations of the African Union
Africa Day,Gallagher Convention Centre
Africa Day,Gallagher Convention Centre
Africa Day,Geography of the African Union
Africa Day,Geography of the African Union
Africa Day,Good Friday
Africa Day,Good Friday
Africa Day,Heroes' Day (Namibia)
Africa Day,Heroes' Day (Namibia)
Africa Day,History of Namibia
Africa Day,History of Namibia
Africa Day,History of the African Union
Africa Day,History of the African Union
Africa Day,Human Resources; Science; and Technology Committee
Africa Day,Human Resources; Science; and Technology Committee
Africa Day,Human Rights Day
Africa Day,Human Rights Day
Africa Day,Infrastructure and Energy Committee
Africa Day,Infrastructure and Energy Committee
Africa Day,Languages of the African Union
Africa Day,Languages of the African Union
Africa Day,Lesotho
Africa Day,Lesotho
Africa Day,Let Us All Unite and Celebrate Together
Africa Day,Let Us All Unite and Celebrate Together
Africa Day,Life in the African Union
Africa Day,Life in the African Union
Africa Day,Mali
Africa Day,Mali
Africa Day,Member states of the African Union
Africa Day,Member states of the African Union
Africa Day,MISCA
Africa Day,MISCA
Africa Day,Monrovia Group
Africa Day,Monrovia Group
Africa Day,Nairobi
Africa Day,Nairobi
Africa Day,Namibia
Africa Day,Namibia
