article_15,editor,gender,editcount,registration,emailable,rigths
Gender_role,Grayfell,male,21777,2008-03-06T06:20:47Z,undefined,45
Gender_role,Johyslip1,unknown,2,2015-11-10T21:29:59Z,no,31
Gender_role,MagicatthemovieS,unknown,13681,2013-08-11T00:50:36Z,no,45
Gender_role,Ohnoitsjamie,unknown,155970,2005-10-17T19:49:40Z,undefined,106
Gender_role,Pigman,unknown,31536,2005-06-02T03:32:51Z,undefined,106
Gender_role,Rjwilmsi,unknown,786110,2005-03-04T11:57:51Z,no,48
Gender_role,Spune 343,unknown,2,2015-12-07T18:52:37Z,no,31
Glass,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Glass,Laoris,unknown,2856,2007-04-10T03:08:53Z,undefined,47
Glass,Moist As Usual,unknown,2,2015-11-26T01:58:24Z,no,31
Glass,Zippyzam,unknown,1,2015-10-06T16:31:08Z,no,31
Griqua_people,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Griqua_people,Deflective,unknown,28155,2006-07-04T16:33:07Z,undefined,45
Griqua_people,EamonnPKeane,male,22498,2005-05-16T19:44:42Z,no,45
Griqua_people,Gob Lofa,unknown,17776,2011-04-13T19:55:35Z,undefined,46
Griqua_people,KasparBot,bot,582452,2015-03-14T06:22:32Z,no,53
Griqua_people,Pgan002,male,13753,2004-03-26T03:20:55Z,no,45
Griqua_people,Roisterer,unknown,24961,2004-04-22T03:20:59Z,undefined,48
Hand_washing,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Hand_washing,Godsy,unknown,8266,2014-11-22T07:35:29Z,no,50
Hand_washing,JMWt,unknown,1842,2015-02-24T21:27:58Z,undefined,45
Hand_washing,Noggo,male,293,2010-08-02T05:50:01Z,undefined,47
Hand_washing,Rjwilmsi,unknown,786110,2005-03-04T11:57:51Z,no,48
Hand_washing,Trappist the monk,unknown,153866,2009-08-09T16:35:26Z,no,106
Hand_washing,William Avery,male,168110,2002-04-10T06:02:05Z,undefined,49
Health,Bonadea,unknown,78810,2006-11-28T18:41:04Z,no,49
Health,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Health,Deli nk,female,41670,2005-11-07T14:55:16Z,no,48
Health,Rjwilmsi,unknown,786110,2005-03-04T11:57:51Z,no,48
Health,Versageek,unknown,34225,,undefined,109
Herero_and_Namaqua_Genocide,DVdm,male,90553,2005-05-09T19:33:29Z,undefined,49
Herero_and_Namaqua_Genocide,Greenman,unknown,10298,2003-01-22T13:51:09Z,undefined,46
Herero_and_Namaqua_Genocide,Mr Serjeant Buzfuz,unknown,4744,2009-09-26T14:35:27Z,no,45
Herero_and_Namaqua_Genocide,MyMoloboaccount,unknown,8948,2009-10-16T12:10:28Z,undefined,45
Herero_and_Namaqua_Genocide,Pgallert,male,14541,2008-01-25T10:24:28Z,undefined,49
Heritage_Day_(South_Africa),Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Heritage_Day_(South_Africa),ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Heritage_Day_(South_Africa),DVdm,male,90553,2005-05-09T19:33:29Z,undefined,49
Heritage_Day_(South_Africa),GrahamDo,unknown,1196,2007-12-12T14:23:46Z,undefined,45
Heritage_Day_(South_Africa),John of Reading,male,404243,2009-12-27T11:47:08Z,undefined,49
Heritage_Day_(South_Africa),Knyzna1,unknown,2109,2013-11-06T13:26:47Z,no,45
History_of_South_Africa,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
History_of_South_Africa,Bgwhite,unknown,469092,2005-05-11T07:04:57Z,no,106
History_of_South_Africa,Dbachmann,unknown,196087,2004-07-21T10:44:35Z,undefined,106
History_of_writing,BD2412,male,741779,2005-02-20T18:14:10Z,undefined,106
History_of_writing,BD2412bot,bot,4691,2015-05-14T17:54:53Z,undefined,53
History_of_writing,JohnBlackburne,male,23006,2006-12-21T21:55:50Z,undefined,48
History_of_writing,Myasuda,unknown,36979,2006-04-02T06:58:53Z,undefined,48
History_of_writing,PrestonRx,unknown,6,2015-12-10T13:34:04Z,no,31
HIV,Chakalacka,unknown,41,2006-10-19T23:54:32Z,undefined,45
HIV,Dzlinker,male,4071,2011-06-27T23:10:20Z,undefined,45
HIV,Everymorning,male,66884,2013-01-27T16:40:53Z,undefined,49
HIV,Jbening,unknown,2252,2007-07-24T16:40:20Z,no,45
HIV,Samsara,unknown,20797,2003-08-16T02:08:48Z,undefined,106
HIV/AIDS,Barbara (WVS),female,3997,2015-09-25T11:56:59Z,no,49
HIV/AIDS,Bmclaughlin9,male,42101,2009-06-11T19:48:13Z,undefined,48
HIV/AIDS,Diogo sfreitas,unknown,993,2005-08-20T15:11:21Z,no,45
HIV/AIDS,Doc James,male,155600,2007-03-12T03:48:20Z,undefined,106
HIV/AIDS,Flyer22 Reborn,female,226660,2007-05-02T16:16:15Z,undefined,48
HIV/AIDS,Trappist the monk,unknown,153866,2009-08-09T16:35:26Z,no,106
Home_safety,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Home_safety,I dream of horses,female,194851,2009-05-13T20:36:29Z,undefined,49
Home_safety,Niceguyedc,unknown,275031,2007-09-10T07:46:30Z,undefined,49
Human_nutrition,Bmcln1,male,20194,2006-04-28T20:44:25Z,undefined,45
Human_nutrition,Bonadea,unknown,78810,2006-11-28T18:41:04Z,no,49
Human_nutrition,CAPTAIN RAJU,unknown,26936,2015-06-17T18:19:20Z,undefined,48
Human_nutrition,Muéro,unknown,3529,2006-02-21T06:43:55Z,no,45
Human_nutrition,Samantha Ireland,unknown,404,2015-01-20T18:28:02Z,no,45
Human_Rights_Day,Americanfreedom,unknown,2112,2008-05-07T17:55:35Z,undefined,46
Human_Rights_Day,Davidcambay,unknown,92,2014-10-16T08:41:40Z,undefined,45
Human_Rights_Day,Finnusertop,unknown,12113,2013-05-28T03:50:25Z,undefined,46
Human_Rights_Day,LilyKitty,female,3471,2009-09-10T01:33:41Z,undefined,45
Human_Rights_Day,Megalibrarygirl,female,13752,2011-05-02T16:10:08Z,undefined,46
Human_Rights_Day,Steve03Mills,male,5436,2009-12-18T21:02:45Z,undefined,45
Human_Rights_Day,Zntrip,male,27922,2004-12-21T17:00:20Z,undefined,48
Human_swimming,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
Human_swimming,DVdm,male,90553,2005-05-09T19:33:29Z,undefined,49
Human_swimming,Enthusiast01,unknown,40920,2007-08-19T11:18:49Z,undefined,45
Human_swimming,HCA,unknown,9982,2004-07-13T23:41:40Z,undefined,46
Human_swimming,PaolaPagol,unknown,2,2015-11-24T18:22:13Z,undefined,31
Human_swimming,Scorchgeek,unknown,30,2012-01-13T23:33:32Z,undefined,45
Hydraulics,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Hydraulics,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Hydraulics,Lepervows766,unknown,4,2015-11-04T20:26:03Z,no,31
Hydraulics,Serols,unknown,32537,2009-06-17T18:34:51Z,undefined,48
Insulator_(electricity),Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Insulator_(electricity),ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Insulator_(electricity),Peterwmattes,unknown,2,2015-11-11T19:35:52Z,no,31
Insulator_(electricity),RockMagnetist,unknown,27861,2010-08-25T16:39:41Z,undefined,106
Insulator_(electricity),WikiEnthusiastNumberTwenty-Two,male,118,2013-08-06T14:46:59Z,undefined,45
Insulator_(electricity),Yobot,bot,4271822,2008-06-17T22:33:17Z,undefined,53
Kaditshwene,Axxter99,male,4306,2009-10-18T10:05:57Z,undefined,45
Kaditshwene,JL-Bot,bot,136331,2007-07-02T23:37:46Z,undefined,53
Kaditshwene,Paul venter,unknown,17225,2006-02-18T22:01:28Z,undefined,46
Khoikhoi,Abrahamic Faiths,male,21045,2013-02-03T16:51:26Z,no,45
Khoikhoi,Alan U. Kennington,male,828,2006-12-11T15:01:58Z,no,45
Khoikhoi,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Khoikhoi,Axxter99,male,4306,2009-10-18T10:05:57Z,undefined,45
Khoikhoi,Esszet,unknown,6242,2012-03-20T20:48:03Z,no,45
Khoikhoi,Gob Lofa,unknown,17776,2011-04-13T19:55:35Z,undefined,46
Khoikhoi,Kiwifist,unknown,599,2015-04-16T15:08:10Z,undefined,45
Khoikhoi,Mark Marathon,unknown,3933,2011-04-19T08:38:32Z,no,45
Later_Stone_Age,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Later_Stone_Age,Axxter99,male,4306,2009-10-18T10:05:57Z,undefined,45
Later_Stone_Age,Omo Obatalá,male,2125,2014-10-30T22:40:02Z,undefined,45
Later_Stone_Age,Rjwilmsi,unknown,786110,2005-03-04T11:57:51Z,no,48
Later_Stone_Age,Sjö,male,19636,,undefined,48
Latitude,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Latitude,Myasuda,unknown,36979,2006-04-02T06:58:53Z,undefined,48
Latitude,Peter Mercator,male,2172,2009-03-28T21:43:02Z,undefined,45
Latitude,Woodstone,unknown,8830,2004-12-03T19:07:07Z,no,47
Liquid_fuel,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Liquid_fuel,Chris the speller,unknown,356502,2005-10-24T20:40:21Z,undefined,48
Liquid_fuel,Denden777,unknown,2,2014-06-05T20:06:17Z,undefined,31
List_of_South_Africans,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
List_of_South_Africans,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
List_of_South_Africans,Diannaa,female,150503,2009-10-08T00:26:50Z,undefined,106
List_of_South_Africans,Discott,male,4631,2006-10-08T19:56:45Z,undefined,48
List_of_South_Africans,MavsFan28,unknown,1727,2012-01-17T13:23:52Z,undefined,45
List_of_South_Africans,Tassedethe,unknown,628912,2008-05-13T16:17:01Z,undefined,106
List_of_South_Africans,TheGGoose,male,5083,2010-03-19T15:02:04Z,undefined,45
List_of_South_Africans,Waynejayes,male,7756,2012-06-06T07:55:12Z,undefined,45
Longitude,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Longitude,CAPTAIN RAJU,unknown,26936,2015-06-17T18:19:20Z,undefined,48
Longitude,Hello71,male,11125,2007-05-21T17:21:53Z,undefined,48
Longitude,Loraof,unknown,6725,2014-09-01T18:12:52Z,no,45
Longitude,Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
Longitude,Paul August,unknown,95568,2004-07-19T22:34:52Z,undefined,106
Longitude,Tomruen,male,91561,2004-04-28T07:49:35Z,undefined,48
Mahatma_Gandhi,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
Mahatma_Gandhi,Capankajsmilyo,male,15410,2015-04-08T10:47:33Z,undefined,45
Mahatma_Gandhi,Filedelinkerbot,bot,77077,2014-01-21T13:56:14Z,undefined,54
Mahatma_Gandhi,Humanweb,unknown,235,2015-12-14T09:41:11Z,no,45
Mahatma_Gandhi,Jim Carter,male,12281,2014-02-11T19:24:49Z,undefined,52
Mahatma_Gandhi,Nøkkenbuer,male,2465,2015-03-07T04:56:15Z,undefined,45
Mahatma_Gandhi,Risc64,unknown,814,2015-06-25T07:39:56Z,undefined,45
Mahatma_Gandhi,Shantnup,unknown,103,2011-03-19T15:01:11Z,no,45
Mahatma_Gandhi,Sivanesh,male,1767,2008-08-01T06:47:09Z,undefined,45
Mahatma_Gandhi,SpacemanSpiff,male,37339,2009-05-12T02:39:49Z,undefined,106
Makhonjwa_Mountains,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Makhonjwa_Mountains,Bamyers99,unknown,42582,2010-05-07T15:38:33Z,undefined,45
Makhonjwa_Mountains,Hmains,male,714668,2005-10-21T05:08:26Z,no,48
Makhonjwa_Mountains,John of Reading,male,404243,2009-12-27T11:47:08Z,undefined,49
Makhonjwa_Mountains,Larry Grossman,male,936,2004-10-12T05:26:39Z,undefined,45
Makhonjwa_Mountains,Wgolf,male,99838,2011-01-19T04:19:59Z,undefined,49
Malaria,Gamingforfun365,unknown,2092,2015-01-25T16:23:31Z,no,45
Malaria,Graham87,male,133970,2005-02-17T11:12:06Z,undefined,107
Malaria,Iztwoz,female,19184,2012-12-31T13:45:59Z,undefined,45
Malaria,Michaelsbll,unknown,6284,2007-03-17T01:56:39Z,no,45
Malaria,Sander.v.Ginkel,male,51952,2012-01-03T14:09:45Z,undefined,48
Malaria,Soupvector,male,274,2014-11-14T21:30:29Z,undefined,45
Malaria,SylviaStanley,male,3219,2007-03-22T21:34:55Z,no,45
Mandela_Day,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Mandela_Day,Asarelah,female,43795,2005-07-21T20:54:36Z,no,49
Mandela_Day,LilyKitty,female,3471,2009-09-10T01:33:41Z,undefined,45
Map,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Map,Danish0314,unknown,19,2015-12-25T15:24:58Z,undefined,45
Map,K6ka,male,68635,2010-02-27T19:57:30Z,undefined,49
Map,Mb66w,male,1969,2015-08-16T18:04:43Z,undefined,45
Map,Uncle Milty,unknown,38638,2007-09-01T18:29:01Z,undefined,47
Mapungubwe_Museum,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Mapungubwe_National_Park,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
Mapungubwe_National_Park,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Mapungubwe_National_Park,Waynejayes,male,7756,2012-06-06T07:55:12Z,undefined,45
Mind_map,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Mind_map,DVdm,male,90553,2005-05-09T19:33:29Z,undefined,49
Mind_map,Pinkbeast,unknown,4163,2009-12-23T21:34:28Z,undefined,45
Mining_industry_of_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Mining_industry_of_South_Africa,BG19bot,bot,719814,2011-05-03T06:25:50Z,undefined,53
Mining_industry_of_South_Africa,CeeGee,male,60222,2004-08-24T20:12:09Z,undefined,48
Mining_industry_of_South_Africa,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Mining_industry_of_South_Africa,Nico9975,unknown,3,2015-10-30T09:31:08Z,no,31
Mining_industry_of_South_Africa,Wiae,unknown,53449,2007-02-08T14:19:23Z,no,49
Mpumalanga,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Mpumalanga,Johnpacklambert,male,288802,2006-09-23T17:41:27Z,undefined,48
Mpumalanga,Lotje,female,70311,2009-08-29T07:29:41Z,undefined,45
Mpumalanga,Lugia2453,unknown,86306,2012-07-17T16:15:57Z,undefined,49
Mpumalanga,MduduziLebelo,unknown,2,2015-08-03T11:21:52Z,no,31
Mpumalanga,Rlendog,unknown,79670,2007-04-07T17:16:08Z,undefined,106
Mpumalanga,Wavelength,unknown,155453,2005-05-18T06:59:38Z,no,47
Music_of_South_Africa,BG19bot,bot,719814,2011-05-03T06:25:50Z,undefined,53
Music_of_South_Africa,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Music_of_South_Africa,Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
Music_of_South_Africa,Sifhufhigundo,male,44,2015-09-25T10:41:00Z,no,45
National_anthem_of_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
National_anthem_of_South_Africa,Dodger67,male,55884,2007-06-15T00:34:50Z,undefined,48
National_anthem_of_South_Africa,Oshwah,male,64633,2007-01-05T08:11:14Z,undefined,53
National_anthem_of_South_Africa,Sjones23,male,67521,2006-12-28T01:05:51Z,no,48
National_symbols_of_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
National_symbols_of_South_Africa,BurritoBazooka,unknown,2997,2012-10-13T12:45:06Z,undefined,45
National_symbols_of_South_Africa,Petrb,male,27458,2010-10-14T14:03:37Z,undefined,52
National_symbols_of_South_Africa,SchreiberBike,unknown,116017,2007-11-18T05:29:58Z,undefined,47
National_Women's_Day,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
National_Women's_Day,Axxter99,male,4306,2009-10-18T10:05:57Z,undefined,45
National_Women's_Day,BethNaught,unknown,25517,2014-02-17T11:10:15Z,undefined,106
National_Women's_Day,Johnbod,male,155059,2006-10-24T15:19:14Z,undefined,49
National_Women's_Day,Keith D,male,224348,2006-09-19T22:51:51Z,undefined,106
National_Women's_Day,Marcocapelle,male,80497,2011-07-18T12:06:52Z,undefined,45
Nelson_Mandela,Blelbach,unknown,294,2011-03-05T06:33:30Z,undefined,45
Nelson_Mandela,Heisenberg0893,male,3382,2015-04-02T19:03:03Z,no,45
Nelson_Mandela,Midnightblueowl,unknown,51635,2006-02-05T09:32:24Z,no,46
Nelson_Mandela,The Madras,unknown,5007,2010-03-20T16:38:04Z,no,45
Nelson_Mandela,The Quixotic Potato,unknown,16795,2015-06-30T22:14:36Z,undefined,46
Nelson_Mandela,UkPaolo,male,12480,2005-05-16T21:29:41Z,undefined,106
Nest,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Nest,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Nest,Cmbakwe,unknown,216,2015-08-24T13:55:44Z,undefined,45
Nest,Flynnt2013,unknown,75,2015-08-27T04:48:41Z,no,45
Nest,Mydreamsparrow,unknown,4135,2012-10-17T21:28:58Z,undefined,45
Nest,Vladimir Alexiev,male,266,2013-01-21T09:42:04Z,undefined,45
Noise_pollution,Arcadian Shepherd,unknown,27,2015-10-27T05:02:48Z,no,45
Noise_pollution,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Noise_pollution,Denisarona,unknown,58578,2007-07-02T14:38:58Z,no,48
Noise_pollution,Kyle3912,male,67,2015-05-25T18:06:51Z,no,45
Noise_pollution,Velella,unknown,61563,2004-11-20T23:03:28Z,undefined,49
Oliver_Tambo,A.amitkumar,male,19873,2009-02-03T17:52:17Z,undefined,48
Oliver_Tambo,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Oliver_Tambo,Cydebot,bot,5097255,2006-04-07T01:24:50Z,undefined,108
Oliver_Tambo,Dominic luboya,unknown,99,2015-04-19T12:39:19Z,no,45
Oliver_Tambo,FirstBeing,unknown,1,2015-08-13T08:05:50Z,no,31
Oliver_Tambo,IrishPete,unknown,2472,2006-06-17T15:19:39Z,undefined,45
Outer_space,2TonyTony,unknown,129,2015-03-03T04:05:58Z,no,45
Outer_space,Are you freaking kidding me,male,764,2015-05-06T22:08:10Z,no,45
Outer_space,ChristopherKingChemist,unknown,543,2008-12-07T18:09:57Z,undefined,45
Outer_space,Praemonitus,male,8904,2013-02-10T18:44:20Z,undefined,46
Outline_of_domestic_violence,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Outline_of_domestic_violence,Jarble,male,46983,2008-06-01T22:42:33Z,no,45
Outline_of_domestic_violence,The Transhumanist,unknown,93782,2006-07-08T06:42:41Z,undefined,49
Paper,Anomalocaris,unknown,27518,2005-06-15T21:40:29Z,no,47
Paper,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Paper,Aryamanarora,male,1486,2014-08-17T15:52:35Z,undefined,45
Paper,BD2412,male,741779,2005-02-20T18:14:10Z,undefined,106
Paper,Bender235,male,326566,2004-10-02T12:16:43Z,undefined,49
Paper,Deli nk,female,41670,2005-11-07T14:55:16Z,no,48
Paper,Pkgx,unknown,2837,2007-04-19T18:42:09Z,no,45
Paper,Pko,male,401,2003-12-14T11:12:05Z,undefined,45
Paper,Ticklewickleukulele,unknown,609,2009-08-15T04:34:41Z,no,45
People_Against_Gangsterism_and_Drugs,Zsh,unknown,53,2006-09-10T09:30:59Z,undefined,45
Petrol-paraffin_engine,Ahunt,male,120834,2005-04-30T21:23:09Z,no,49
Petrol-paraffin_engine,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Petrol-paraffin_engine,Arrivisto,unknown,4061,2006-10-07T10:54:14Z,undefined,45
Petrol-paraffin_engine,Yobot,bot,4271822,2008-06-17T22:33:17Z,undefined,53
Pitch_(music),Jerome Kohl,unknown,63627,2006-08-02T22:06:36Z,undefined,49
Pitch_(music),Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
Pitch_(music),Rtucker913,male,2916,2010-11-26T17:25:05Z,undefined,46
Pitch_(music),Woodstone,unknown,8830,2004-12-03T19:07:07Z,no,47
Pneumatics,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Pneumatics,Apparition11,male,50198,2007-12-21T02:06:41Z,undefined,48
Pneumatics,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Pneumatics,Cyberwriter,unknown,227,2007-02-03T23:13:43Z,undefined,45
Pneumatics,Pneumaticshop,unknown,8,2015-09-17T12:03:55Z,no,31
Pneumatics,Rod57,male,16332,2006-10-21T22:52:05Z,undefined,48
Pneumatics,Shelleyauto,unknown,1,2015-12-08T20:36:39Z,no,31
Politics_of_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Politics_of_South_Africa,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Politics_of_South_Africa,Gilliam,male,294215,2005-10-17T04:51:12Z,undefined,106
Politics_of_South_Africa,Greenman,unknown,10298,2003-01-22T13:51:09Z,undefined,46
Politics_of_South_Africa,HMSLavender,unknown,10922,2014-05-25T10:45:18Z,undefined,46
Politics_of_South_Africa,MB298,male,14415,2015-03-24T02:33:10Z,no,48
Politics_of_South_Africa,Saritamarie,unknown,1,2015-05-27T09:57:56Z,undefined,31
Pollution,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Pollution,Bender235,male,326566,2004-10-02T12:16:43Z,undefined,49
Pollution,Daniele Pugliesi,unknown,4418,2008-08-20T00:52:35Z,undefined,45
Pollution,Gilo1969,unknown,59014,2008-11-08T14:31:15Z,undefined,49
Pollution,Jarble,male,46983,2008-06-01T22:42:33Z,no,45
Pollution,KasparBot,bot,582452,2015-03-14T06:22:32Z,no,53
Pollution,Klbrain,male,9944,2010-02-12T14:11:31Z,undefined,45
Pollution,Monkbot,bot,316561,2014-01-03T15:15:55Z,undefined,53
Pollution,Vaselineeeeeeee,male,8657,2014-05-07T01:48:26Z,no,47
Rail_transport,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Rail_transport,Hello71,male,11125,2007-05-21T17:21:53Z,undefined,48
Rail_transport,Jackdude101,unknown,6298,2007-10-19T04:52:27Z,no,45
Rail_transport,Widr,unknown,195091,2011-02-10T21:04:38Z,no,50
Rail_transport_in_South_Africa,Andre Kritzinger,male,20585,2009-03-14T13:23:20Z,undefined,48
Rail_transport_in_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Rail_transport_in_South_Africa,Archon 2488,male,5999,2008-08-13T18:45:42Z,undefined,45
Reproduction,Flyer22 Reborn,female,226660,2007-05-02T16:16:15Z,undefined,48
Reproduction,Khzzang9,unknown,115,2014-10-20T05:31:10Z,no,45
Reproduction,Me_ Myself, and I are Here,female,4383,2012-10-02T04:18:36Z,no,45
Right_to_food,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Right_to_food,Bearcat,male,835685,2003-10-03T23:52:08Z,undefined,106
Right_to_food,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Road_map,Afeade6666,unknown,2,2015-03-04T12:09:34Z,no,31
Road_map,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Road_map,CambridgeBayWeather,male,184765,2005-06-11T05:51:50Z,undefined,106
Road_map,Hwy43,male,56787,2009-11-03T07:33:17Z,undefined,46
Road_map,KasparBot,bot,582453,2015-03-14T06:22:32Z,no,53
Road_map,Mitch Ames,unknown,30355,2008-01-30T22:42:27Z,undefined,48
Road_map,Yobot,bot,4271822,2008-06-17T22:33:17Z,undefined,53
Rock_(geology),1416domination,unknown,78,2015-11-17T19:43:03Z,undefined,45
Rock_(geology),Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Rock_(geology),Mike Rosoft,male,62738,2004-06-11T09:42:19Z,undefined,106
Rock_(geology),Prinsgezinde,male,3064,2015-03-06T18:09:49Z,undefined,45
Rock_(geology),RockMagnetist,unknown,27861,2010-08-25T16:39:41Z,undefined,106
Rock_(geology),SireWonton,male,211,2015-09-30T21:03:44Z,undefined,45
Rock_(geology),Some Gadget Geek,male,3673,2014-11-08T23:58:01Z,undefined,45
San_healing_practices,Alfhild-anthro,female,112,2015-02-06T15:30:28Z,no,45
San_healing_practices,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
San_healing_practices,Elitre (WPS),unknown,270,2014-04-22T14:27:13Z,undefined,45
San_people,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
San_people,Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
San_people,Parkwells,unknown,127659,2007-09-14T14:10:53Z,undefined,47
San_religion,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
San_religion,Axxter99,male,4306,2009-10-18T10:05:57Z,undefined,45
San_religion,Bender235,male,326566,2004-10-02T12:16:43Z,undefined,49
San_religion,Editor2020,unknown,75169,2007-12-21T02:46:20Z,no,46
San_rock_art,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
San_rock_art,Axxter99,male,4306,2009-10-18T10:05:57Z,undefined,45
Sand,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Sand,Br77rino,unknown,891,2008-11-18T03:13:41Z,no,45
Sand,CMATSGB,unknown,172,2015-03-09T20:01:37Z,no,45
Sand,Gilliam,male,294215,2005-10-17T04:51:12Z,undefined,106
Sand,HunterxEditor,unknown,39,2015-04-13T03:58:34Z,no,45
Sand,Lfstevens,male,36637,2006-06-26T13:15:10Z,undefined,45
Sand,Lotje,female,70311,2009-08-29T07:29:41Z,undefined,45
Sand,Oknazevad,unknown,40951,2004-08-04T05:48:18Z,no,45
Scale_(map),Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Scale_(map),ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Scale_(map),I dream of horses,female,194851,2009-05-13T20:36:29Z,undefined,49
Scale_(map),PaleCloudedWhite,unknown,12259,2010-12-10T20:45:03Z,no,45
Scale_(map),Peter Mercator,male,2172,2009-03-28T21:43:02Z,undefined,45
Scale_(map),Teddyktchan,unknown,806,2014-02-21T16:10:16Z,undefined,45
Scientific_method,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
Scientific_method,AppliedStatistics,male,917,2015-02-27T19:04:58Z,undefined,45
Scientific_method,Markbenecke,unknown,244,2005-08-26T11:00:31Z,undefined,45
Scientific_method,Ontoraul,male,4937,2007-01-27T09:14:15Z,undefined,45
Scientific_method,RockMagnetist,unknown,27861,2010-08-25T16:39:41Z,undefined,106
Scientific_method,Sunrise,unknown,8136,2007-06-03T20:12:37Z,undefined,45
Scientific_method,Swpb,unknown,32076,2006-08-03T00:55:30Z,no,48
Settling,Andy Dingley,male,100005,2007-02-19T16:16:00Z,undefined,48
Settling,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Settling,Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
Settling,Pdfspath,unknown,5,2015-07-23T09:27:03Z,no,31
Settling,Tom.Reding,male,99505,2009-05-28T16:56:21Z,undefined,45
Sexism,Carptrash,unknown,24964,2004-07-15T16:19:34Z,undefined,48
Sexism,Jim1138,unknown,146430,2008-08-22T09:54:03Z,undefined,48
