article,user,timestamp,size
Domestic violence,63.191.192.121,2003-11-23,13835
Domestic violence,68.106.112.42,2004-01-20,16733
Domestic violence,RickK,2004-01-20,13835
Domestic violence,Lupo,2004-01-23,13829
Domestic violence,AngelHedgie,2004-02-15,13996
Domestic violence,Roadrunner,2004-02-16,14543
Domestic violence,Bit~enwiki,2004-03-13,14678
Domestic violence,Stevertigo,2004-03-14,14695
Domestic violence,Cbm,2004-03-20,14699
Domestic violence,Wik,2004-03-24,14703
Domestic violence,209.135.35.83,2004-04-01,16711
Domestic violence,69.138.236.221,2004-04-11,16772
Domestic violence,69.138.236.221,2004-04-11,16845
Domestic violence,Gangrapeme,2004-04-15,105
Domestic violence,RickK,2004-04-15,16845
Domestic violence,Patrick,2004-04-25,16891
Domestic violence,Matt Gies,2004-05-06,16889
Domestic violence,John Foley,2004-05-28,16895
Domestic violence,John Foley,2004-05-28,17109
Domestic violence,Guanaco,2004-05-30,17008
Domestic violence,Quadell,2004-06-03,17029
Domestic violence,204.83.222.41,2004-06-26,17029
Domestic violence,203.10.231.229,2004-07-15,17193
Domestic violence,203.10.231.229,2004-07-15,17277
Domestic violence,203.10.231.229,2004-07-15,17463
Domestic violence,203.10.231.229,2004-07-15,17292
Domestic violence,Quadell,2004-07-23,17313
Domestic violence,172.197.86.87,2004-08-09,17706
Domestic violence,80.235.141.122,2004-08-10,18960
Domestic violence,80.235.141.122,2004-08-10,18638
Domestic violence,62.64.202.106,2004-08-10,18778
Domestic violence,62.64.202.106,2004-08-10,19029
Domestic violence,Xezbeth,2004-08-13,19029
Domestic violence,172.193.111.141,2004-08-15,19251
Domestic violence,172.193.111.141,2004-08-15,19328
Domestic violence,KevinBot,2004-08-16,19351
Domestic violence,Ihcoyc,2004-08-29,19370
Domestic violence,24.197.125.129,2004-09-12,19364
Domestic violence,24.197.125.129,2004-09-12,19354
Domestic violence,24.197.125.129,2004-09-12,19370
Domestic violence,84.94.15.234,2004-09-12,19395
Domestic violence,84.94.15.234,2004-09-12,19255
Domestic violence,84.94.15.234,2004-09-12,19255
Domestic violence,Manumit,2004-09-13,19394
Domestic violence,62.162.224.43,2004-10-06,19569
Domestic violence,CloudSurfer,2004-10-11,19641
Domestic violence,Lucky13pjn,2004-10-17,19651
Domestic violence,4.240.90.154,2004-10-19,19762
Domestic violence,4.240.90.154,2004-10-19,19781
Domestic violence,4.240.90.154,2004-10-19,19782
Domestic violence,Whosyourjudas,2004-11-07,19772
Domestic violence,UtherSRG,2004-11-12,19740
Domestic violence,Rich Farmbrough,2004-11-13,19768
Domestic violence,Matthew Stannard,2004-11-16,19784
Domestic violence,Matthew Stannard,2004-11-16,20088
Domestic violence,Matthew Stannard,2004-11-16,20088
Domestic violence,4.29.208.30,2004-11-21,20089
Domestic violence,Matthew Stannard,2004-11-23,20119
Domestic violence,Matthew Stannard,2004-11-23,21177
Domestic violence,Matthew Stannard,2004-11-23,22331
Domestic violence,Matthew Stannard,2004-11-23,22332
Domestic violence,Matthew Stannard,2004-11-23,22295
Domestic violence,Matthew Stannard,2004-11-23,22807
Domestic violence,Matthew Stannard,2004-11-23,23014
Domestic violence,Matthew Stannard,2004-11-23,23838
Domestic violence,Matthew Stannard,2004-11-23,24707
Domestic violence,Matthew Stannard,2004-11-23,25119
Domestic violence,Matthew Stannard,2004-11-23,25112
Domestic violence,Matthew Stannard,2004-11-23,24856
Domestic violence,Matthew Stannard,2004-11-23,24962
Domestic violence,Matthew Stannard,2004-11-23,24966
Domestic violence,Matthew Stannard,2004-11-23,25008
Domestic violence,Matthew Stannard,2004-11-23,25008
Domestic violence,Matthew Stannard,2004-11-24,25639
Domestic violence,Matthew Stannard,2004-11-29,25785
Domestic violence,Matthew Stannard,2004-12-03,25985
Domestic violence,Med,2004-12-05,26011
Domestic violence,68.101.163.141,2004-12-06,26010
Domestic violence,134.134.136.3,2004-12-14,26016
Domestic violence,67.42.150.228,2004-12-15,26023
Domestic violence,Matthew Stannard,2004-12-16,26254
Domestic violence,Matthew Stannard,2004-12-31,26275
Domestic violence,Matthew Stannard,2004-12-31,26283
Domestic violence,Matthew Stannard,2004-12-31,26324
Domestic violence,Matthew Stannard,2004-12-31,26325
Domestic violence,Melaen,2004-12-31,26311
Domestic violence,Matthew Stannard,2004-12-31,26487
Domestic violence,Merrick~enwiki,2005-01-03,27271
Domestic violence,Merrick~enwiki,2005-01-03,27275
Domestic violence,Merrick~enwiki,2005-01-03,27306
Domestic violence,Matthew Stannard,2005-01-05,27584
Domestic violence,Matthew Stannard,2005-01-05,27588
Domestic violence,Matthew Stannard,2005-01-05,27640
Domestic violence,Matthew Stannard,2005-01-05,28035
Domestic violence,Matthew Stannard,2005-01-05,28029
Domestic violence,Roscoe x,2005-01-13,28057
Domestic violence,Sam Hocevar,2005-01-26,28057
Domestic violence,Atlant,2005-01-26,28076
Domestic violence,Matthew Stannard,2005-01-27,28199
Domestic violence,Matthew Stannard,2005-01-27,28320
Domestic violence,Atlant,2005-01-27,28434
Domestic violence,Thebluemeanie,2005-02-08,27736
Domestic violence,Atlant,2005-02-09,28434
Domestic violence,Matthew Stannard,2005-02-11,29442
Domestic violence,Matthew Stannard,2005-02-11,29490
Domestic violence,Peter Morris,2005-02-19,30601
Domestic violence,Matthew Stannard,2005-02-21,30778
Domestic violence,Atlant,2005-02-24,30778
Domestic violence,129.252.208.223,2005-03-17,30987
Domestic violence,209.92.168.179,2005-03-18,30910
Domestic violence,209.92.168.179,2005-03-18,31014
Domestic violence,68.189.79.26,2005-03-22,31223
Domestic violence,Atlant,2005-03-22,31223
Domestic violence,CanisRufus,2005-03-27,31235
Domestic violence,Markruffolo,2005-03-31,31278
Domestic violence,203.48.248.164,2005-04-05,32769
Domestic violence,203.48.248.164,2005-04-05,32765
Domestic violence,203.48.248.164,2005-04-05,32871
Domestic violence,203.48.248.164,2005-04-05,32872
Domestic violence,71.36.40.245,2005-04-12,33036
Domestic violence,71.36.40.245,2005-04-12,33200
Domestic violence,TracyRenee,2005-04-15,33285
Domestic violence,TracyRenee,2005-04-15,33933
Domestic violence,Atlant,2005-04-16,33311
Domestic violence,Atlant,2005-04-16,33313
Domestic violence,Atlant,2005-04-16,33312
Domestic violence,68.100.19.177,2005-04-17,33427
Domestic violence,Wikkrockiana,2005-04-17,33427
Domestic violence,Markruffolo,2005-04-18,33465
Domestic violence,67.183.40.209,2005-04-21,33229
Domestic violence,67.183.40.209,2005-04-21,33835
Domestic violence,67.183.40.209,2005-04-21,33836
Domestic violence,67.183.40.209,2005-04-21,33839
Domestic violence,67.183.40.209,2005-04-21,33759
Domestic violence,67.183.40.209,2005-04-21,33838
Domestic violence,67.183.40.209,2005-04-21,33848
Domestic violence,67.183.40.209,2005-04-21,33927
Domestic violence,67.183.40.209,2005-04-21,33882
Domestic violence,83.29.23.199,2005-04-22,34010
Domestic violence,PhilipMW,2005-04-25,34018
Domestic violence,24.203.96.168,2005-04-28,34085
Domestic violence,24.21.136.225,2005-04-28,34062
Domestic violence,Emiao,2005-05-04,33996
Domestic violence,141.156.11.30,2005-05-07,34002
Domestic violence,Canderson7,2005-05-07,33996
Domestic violence,Rich Farmbrough,2005-05-19,34008
Domestic violence,Ceyockey,2005-05-21,34013
Domestic violence,24.21.186.61,2005-05-26,34013
Domestic violence,69.86.157.162,2005-06-01,34056
Domestic violence,Exploding Boy,2005-06-02,34061
Domestic violence,Fenice,2005-06-12,34396
Domestic violence,Deiseruus,2005-06-20,34414
Domestic violence,Markruffolo,2005-06-27,34497
Domestic violence,203.10.231.231,2005-06-27,34574
Domestic violence,Toytoy,2005-06-28,34607
Domestic violence,PatGallacher,2005-07-27,34817
Domestic violence,Atlant,2005-07-28,34818
Domestic violence,Beta m,2005-07-28,34850
Domestic violence,64.223.118.9,2005-08-08,35076
Domestic violence,Atlant,2005-08-08,35077
Domestic violence,65.19.82.91,2005-08-08,34949
Domestic violence,67.170.239.193,2005-08-12,35399
Domestic violence,216.163.77.90,2005-08-17,36608
Domestic violence,216.163.77.90,2005-08-17,36750
Domestic violence,84.59.88.68,2005-08-19,36775
Domestic violence,Mairi,2005-08-21,36790
Domestic violence,69.169.219.231,2005-08-22,37291
Domestic violence,Kewp,2005-09-06,37295
Domestic violence,Michael Hardy,2005-09-06,37295
Domestic violence,138.251.155.236,2005-09-09,37314
Domestic violence,Ariele,2005-09-11,37315
Domestic violence,Ariele,2005-09-11,37800
Domestic violence,Ariele,2005-09-12,37932
Domestic violence,Imc,2005-09-16,37946
Domestic violence,203.220.170.62,2005-09-19,38801
Domestic violence,203.220.170.62,2005-09-19,39857
Domestic violence,203.220.170.62,2005-09-19,40210
Domestic violence,203.220.170.62,2005-09-19,40542
Domestic violence,203.220.170.62,2005-09-19,41006
Domestic violence,203.220.170.62,2005-09-19,41079
Domestic violence,203.220.170.62,2005-09-19,41310
Domestic violence,203.220.170.62,2005-09-19,41439
Domestic violence,203.220.170.62,2005-09-19,42648
Domestic violence,142.165.171.6,2005-09-29,42469
Domestic violence,68.72.168.187,2005-10-02,258
Domestic violence,Redwolf24,2005-10-02,42469
Domestic violence,142.59.227.255,2005-10-03,42314
Domestic violence,WikiDon,2005-10-17,42317
Domestic violence,Dpr,2005-11-06,42347
Domestic violence,Dpr,2005-11-06,42449
Domestic violence,198.103.172.9,2005-11-07,42535
Domestic violence,Sderose,2005-11-08,43774
Domestic violence,202.72.148.102,2005-11-13,43779
Domestic violence,24ip,2005-11-13,43766
Domestic violence,Mallocks,2005-11-13,43584
Domestic violence,Confuzion,2005-11-14,43604
Domestic violence,YurikBot,2005-11-14,43536
Domestic violence,66.231.33.6,2005-11-15,43537
Domestic violence,Eaolson,2005-11-19,43567
Domestic violence,Pkirlin,2005-11-20,43567
Domestic violence,203.213.197.85,2005-11-22,15220
Domestic violence,Woohookitty,2005-11-22,43567
Domestic violence,70.51.151.32,2005-11-25,43654
Domestic violence,LeonardoRob0t,2005-11-26,43683
Domestic violence,69.203.158.101,2005-11-28,44000
Domestic violence,66.81.27.200,2005-11-28,43993
Domestic violence,66.81.27.200,2005-11-28,44008
Domestic violence,Mallocks,2005-11-29,44000
Domestic violence,208.60.177.13,2005-11-29,43453
Domestic violence,194.8.54.248,2005-11-30,43491
Domestic violence,194.8.54.248,2005-11-30,43601
Domestic violence,Wayward,2005-11-30,43453
Domestic violence,207.63.113.10,2005-11-30,43445
Domestic violence,207.63.113.10,2005-11-30,43453
Domestic violence,134.84.64.36,2005-12-01,43452
Domestic violence,70.254.64.192,2005-12-04,52915
Domestic violence,70.254.64.192,2005-12-04,52919
Domestic violence,70.254.64.192,2005-12-04,52990
Domestic violence,70.254.64.192,2005-12-04,56219
Domestic violence,AdelaMae,2005-12-04,43452
Domestic violence,155.138.129.10,2005-12-05,43748
Domestic violence,68.173.163.211,2005-12-05,43985
Domestic violence,Chwyatt,2005-12-05,44009
Domestic violence,206.207.175.161,2005-12-09,42913
Domestic violence,Nixeagle,2005-12-09,44009
Domestic violence,156.63.253.3,2005-12-14,40461
Domestic violence,Rossami,2005-12-14,44009
Domestic violence,72.2.200.158,2005-12-14,44003
Domestic violence,Matt Crypto,2005-12-15,44015
Domestic violence,Pearle,2005-12-16,44029
Domestic violence,Fplay,2005-12-16,43877
Domestic violence,67.170.115.2,2005-12-18,37568
Domestic violence,Andycjp,2005-12-18,37569
Domestic violence,Andycjp,2005-12-18,37573
Domestic violence,Andycjp,2005-12-18,37577
Domestic violence,Andycjp,2005-12-18,37577
Domestic violence,Andycjp,2005-12-18,37573
Domestic violence,Andycjp,2005-12-18,37577
Domestic violence,24.253.149.79,2005-12-20,37835
Domestic violence,Matthew Stannard,2005-12-20,37792
Domestic violence,71.108.224.56,2005-12-23,37778
Domestic violence,71.108.224.56,2005-12-23,37776
Domestic violence,Lsilvers,2005-12-24,38114
Domestic violence,Metron4,2005-12-25,38139
Domestic violence,Matthew Stannard,2005-12-27,38167
Domestic violence,Monikahingorani,2006-01-02,38368
Domestic violence,Monikahingorani,2006-01-02,38398
Domestic violence,Monikahingorani,2006-01-02,38398
Domestic violence,Vina-iwbot~enwiki,2006-01-05,38559
Domestic violence,NickelShoe,2006-01-06,38582
Domestic violence,66.7.102.141,2006-01-08,38582
Domestic violence,216.43.109.169,2006-01-12,38855
Domestic violence,David91,2006-01-13,38890
Domestic violence,Paul foord,2006-01-13,38923
Domestic violence,207.200.116.130,2006-01-15,38728
Domestic violence,Matthew Stannard,2006-01-17,39154
Domestic violence,Matthew Stannard,2006-01-17,39223
Domestic violence,Matthew Stannard,2006-01-17,39184
Domestic violence,Matthew Stannard,2006-01-21,39297
Domestic violence,Matthew Stannard,2006-01-22,39407
Domestic violence,Matthew Stannard,2006-01-22,39409
Domestic violence,147.197.250.16,2006-01-22,39409
Domestic violence,24.199.153.73,2006-01-24,39965
Domestic violence,24.199.153.73,2006-01-24,39827
Domestic violence,24.199.153.73,2006-01-24,39603
Domestic violence,168.100.249.60,2006-01-24,39612
Domestic violence,168.100.249.60,2006-01-24,39602
Domestic violence,24.199.153.73,2006-01-24,39306
Domestic violence,24.199.153.73,2006-01-24,41558
Domestic violence,24.199.153.73,2006-01-24,41081
Domestic violence,24.199.153.73,2006-01-24,41068
Domestic violence,Monikahingorani,2006-01-27,41252
Domestic violence,68.155.183.18,2006-01-30,41299
Domestic violence,Cyde,2006-01-30,41286
Domestic violence,128.111.95.240,2006-01-30,41359
Domestic violence,128.111.95.240,2006-01-30,41672
Domestic violence,128.111.95.240,2006-01-30,41687
Domestic violence,128.111.95.240,2006-01-30,41783
Domestic violence,128.111.95.240,2006-01-30,41772
Domestic violence,128.111.95.240,2006-01-30,41772
Domestic violence,128.111.95.240,2006-01-30,42767
Domestic violence,128.111.95.240,2006-01-30,42793
Domestic violence,128.111.95.240,2006-01-30,42798
Domestic violence,128.111.95.240,2006-01-30,42832
Domestic violence,128.111.95.240,2006-01-30,42857
Domestic violence,128.111.95.240,2006-01-30,42864
Domestic violence,128.111.95.240,2006-01-30,42867
Domestic violence,128.111.95.240,2006-01-30,42867
Domestic violence,128.111.95.240,2006-01-30,43835
Domestic violence,128.111.95.240,2006-01-30,43864
Domestic violence,128.111.95.55,2006-01-31,43869
Domestic violence,Joe Decker,2006-01-31,43872
Domestic violence,Joe Decker,2006-01-31,43866
Domestic violence,Joe Decker,2006-01-31,43848
Domestic violence,Joe Decker,2006-01-31,43848
Domestic violence,Joe Decker,2006-01-31,43799
Domestic violence,Joe Decker,2006-01-31,43803
Domestic violence,Joe Decker,2006-01-31,43803
Domestic violence,Joe Decker,2006-01-31,43803
Domestic violence,Joe Decker,2006-01-31,43746
Domestic violence,128.111.95.105,2006-01-31,43427
Domestic violence,128.111.95.105,2006-02-01,43550
Domestic violence,128.111.95.105,2006-02-01,43859
Domestic violence,128.111.95.105,2006-02-01,43838
Domestic violence,Anacapa,2006-02-01,43917
Domestic violence,Anacapa,2006-02-01,43974
Domestic violence,Anacapa,2006-02-01,44003
Domestic violence,Anacapa,2006-02-01,43980
Domestic violence,Anacapa,2006-02-01,44017
Domestic violence,Anacapa,2006-02-01,44447
Domestic violence,Anacapa,2006-02-01,44437
Domestic violence,DanielCD,2006-02-02,44481
Domestic violence,DanielCD,2006-02-02,44033
Domestic violence,DanielCD,2006-02-02,43849
Domestic violence,Charles Matthews,2006-02-03,43849
Domestic violence,Anacapa,2006-02-08,43851
Domestic violence,208.180.213.8,2006-02-08,43843
Domestic violence,Atlant,2006-02-08,43851
Domestic violence,68.212.228.202,2006-02-11,43929
Domestic violence,68.212.228.202,2006-02-11,43851
Domestic violence,70.20.106.195,2006-02-12,43855
Domestic violence,Charles Matthews,2006-02-18,43859
Domestic violence,Joe Decker,2006-02-19,41409
Domestic violence,Joe Decker,2006-02-19,41407
Domestic violence,Joe Decker,2006-02-19,41228
Domestic violence,Joe Decker,2006-02-19,41228
Domestic violence,Joe Decker,2006-02-19,41230
Domestic violence,Joe Decker,2006-02-19,41018
Domestic violence,Joe Decker,2006-02-19,41016
Domestic violence,Joe Decker,2006-02-19,41016
Domestic violence,Joe Decker,2006-02-19,41089
Domestic violence,Pollinator,2006-02-24,41121
Domestic violence,Joe Decker,2006-02-28,41123
Domestic violence,Joe Decker,2006-02-28,41141
Domestic violence,Joe Decker,2006-02-28,40666
Domestic violence,Joe Decker,2006-03-02,40755
Domestic violence,Anacapa,2006-03-02,40834
Domestic violence,Joe Decker,2006-03-02,40840
Domestic violence,62.69.36.52,2006-03-04,40977
Domestic violence,62.69.36.52,2006-03-04,41545
Domestic violence,Anacapa,2006-03-07,41562
Domestic violence,67.170.224.120,2006-03-12,41563
Domestic violence,67.170.224.120,2006-03-12,41769
Domestic violence,67.170.224.120,2006-03-12,41771
Domestic violence,Anacapa,2006-03-13,41913
Domestic violence,Anacapa,2006-03-13,41899
Domestic violence,Anacapa,2006-03-13,41904
Domestic violence,Anacapa,2006-03-13,41972
Domestic violence,Anacapa,2006-03-13,41832
Domestic violence,Anacapa,2006-03-13,41861
Domestic violence,Anacapa,2006-03-13,41524
Domestic violence,Anacapa,2006-03-13,42009
Domestic violence,Anacapa,2006-03-13,42052
Domestic violence,Anacapa,2006-03-13,42089
Domestic violence,Anacapa,2006-03-13,42567
Domestic violence,Anacapa,2006-03-13,42698
Domestic violence,Anacapa,2006-03-13,42908
Domestic violence,Anacapa,2006-03-13,42907
Domestic violence,Anacapa,2006-03-13,42948
Domestic violence,Anacapa,2006-03-13,42995
Domestic violence,Anacapa,2006-03-13,43011
Domestic violence,Anacapa,2006-03-13,43131
Domestic violence,Anacapa,2006-03-13,43249
Domestic violence,Anacapa,2006-03-13,43264
Domestic violence,Anacapa,2006-03-13,43271
Domestic violence,Anacapa,2006-03-13,43269
Domestic violence,Anacapa,2006-03-13,43494
Domestic violence,Anacapa,2006-03-13,43516
Domestic violence,Anacapa,2006-03-13,43512
Domestic violence,Anacapa,2006-03-14,43608
Domestic violence,Anacapa,2006-03-14,43620
Domestic violence,Anacapa,2006-03-14,43720
Domestic violence,Anacapa,2006-03-14,43825
Domestic violence,70.231.191.78,2006-03-14,43917
Domestic violence,David91,2006-03-14,43974
Domestic violence,72.57.237.172,2006-03-14,44004
Domestic violence,David91,2006-03-15,43974
Domestic violence,Joe Decker,2006-03-15,43983
Domestic violence,Mattart,2006-03-15,44336
Domestic violence,Mattart,2006-03-15,44976
Domestic violence,Mattart,2006-03-15,45559
Domestic violence,129.137.184.174,2006-03-17,45292
Domestic violence,204.52.215.107,2006-03-17,45311
Domestic violence,204.52.215.107,2006-03-17,45292
Domestic violence,59.144.134.249,2006-03-18,45271
Domestic violence,David91,2006-03-18,45291
Domestic violence,Anacapa,2006-03-19,45273
Domestic violence,Paul foord,2006-03-19,45094
Domestic violence,Paul foord,2006-03-19,45094
Domestic violence,Paul foord,2006-03-19,45095
Domestic violence,Paul foord,2006-03-19,45100
Domestic violence,Paul foord,2006-03-20,44020
Domestic violence,Paul foord,2006-03-20,44744
Domestic violence,Paul foord,2006-03-21,44746
Domestic violence,Paul foord,2006-03-21,45013
Domestic violence,Paul foord,2006-03-21,45001
Domestic violence,Mr Christopher,2006-03-21,45139
Domestic violence,Paul foord,2006-03-22,45514
Domestic violence,Anacapa,2006-03-23,45530
Domestic violence,Anacapa,2006-03-23,45508
Domestic violence,Paul foord,2006-03-23,45465
Domestic violence,Paul foord,2006-03-23,45466
Domestic violence,David91,2006-03-23,45548
Domestic violence,62.69.37.132,2006-03-23,45695
Domestic violence,62.69.37.132,2006-03-23,46950
Domestic violence,Durova,2006-03-23,46563
Domestic violence,62.69.37.177,2006-03-23,46562
Domestic violence,David91,2006-03-24,48257
Domestic violence,David91,2006-03-24,49350
Domestic violence,Paul foord,2006-03-24,49543
Domestic violence,David91,2006-03-24,49686
Domestic violence,Paul foord,2006-03-26,49789
Domestic violence,Paul foord,2006-03-26,50583
Domestic violence,Paul foord,2006-03-26,51726
Domestic violence,Paul foord,2006-03-26,51762
Domestic violence,Paul foord,2006-03-26,51766
Domestic violence,72.240.247.27,2006-03-26,51833
Domestic violence,62.69.37.243,2006-03-26,51760
Domestic violence,62.69.37.243,2006-03-26,51458
Domestic violence,David91,2006-03-27,51833
Domestic violence,24.44.5.27,2006-03-27,52253
Domestic violence,24.44.5.27,2006-03-27,52446
Domestic violence,24.44.5.27,2006-03-27,52368
Domestic violence,David91,2006-03-27,51833
Domestic violence,BarbD,2006-03-27,51858
Domestic violence,BarbD,2006-03-27,51896
Domestic violence,82.58.150.45,2006-03-27,51857
Domestic violence,82.58.150.45,2006-03-27,51783
Domestic violence,82.58.150.45,2006-03-27,51405
Domestic violence,82.58.150.45,2006-03-27,51212
Domestic violence,82.58.150.45,2006-03-27,50537
Domestic violence,TigerShark,2006-03-27,51896
Domestic violence,82.58.150.45,2006-03-27,49192
Domestic violence,68.39.174.238,2006-03-27,51896
Domestic violence,82.58.150.45,2006-03-27,51822
Domestic violence,TigerShark,2006-03-27,51896
Domestic violence,82.58.150.45,2006-03-27,49713
Domestic violence,82.58.150.45,2006-03-27,49335
Domestic violence,TigerShark,2006-03-27,51518
Domestic violence,82.58.150.45,2006-03-27,51442
Domestic violence,82.58.150.45,2006-03-27,48732
Domestic violence,Gwernol,2006-03-27,51518
Domestic violence,82.58.150.45,2006-03-27,51442
Domestic violence,TigerShark,2006-03-27,51518
Domestic violence,24.47.176.242,2006-03-28,51523
Domestic violence,Atlant,2006-03-28,51518
Domestic violence,168.8.240.3,2006-03-30,51526
Domestic violence,208.0.239.78,2006-03-31,5273
Domestic violence,Christopher Parham,2006-03-31,51526
Domestic violence,BarbD,2006-03-31,51752
Domestic violence,BarbD,2006-03-31,51751
Domestic violence,BarbD,2006-03-31,51803
Domestic violence,BarbD,2006-04-03,51870
Domestic violence,See918,2006-04-05,51877
Domestic violence,See918,2006-04-05,51880
Domestic violence,63.226.202.96,2006-04-07,52206
Domestic violence,63.226.202.96,2006-04-07,52597
Domestic violence,63.226.202.96,2006-04-07,52613
Domestic violence,63.226.202.96,2006-04-07,52942
Domestic violence,Hmlarson,2006-04-07,52763
Domestic violence,AGToth,2006-04-11,52774
Domestic violence,59.177.14.133,2006-04-11,53326
Domestic violence,203.87.27.117,2006-04-12,53346
Freedom Day (South Africa),198.54.202.250,2005-04-21,163
Freedom Day (South Africa),PFHLai,2005-04-21,386
Freedom Day (South Africa),PFHLai,2005-04-21,424
Freedom Day (South Africa),PFHLai,2005-04-21,458
Freedom Day (South Africa),PFHLai,2005-04-21,489
Freedom Day (South Africa),PFHLai,2005-04-21,512
Freedom Day (South Africa),PFHLai,2005-04-21,594
Freedom Day (South Africa),PFHLai,2005-04-21,637
Freedom Day (South Africa),Burgundavia,2005-04-27,637
Freedom Day (South Africa),CalJW,2005-09-14,644
Freedom Day (South Africa),Mairibot,2005-11-05,653
Freedom Day (South Africa),Banes,2005-11-24,678
Freedom Day (South Africa),Richfife,2006-01-01,661
Freedom Day (South Africa),220.240.58.250,2006-01-10,892
Freedom Day (South Africa),Conscious,2006-01-10,896
Freedom Day (South Africa),Richfife,2006-01-10,666
Freedom Day (South Africa),64.53.154.173,2006-01-29,687
Freedom Day (South Africa),64.53.154.173,2006-01-29,666
Freedom Day (South Africa),PFHLai,2006-03-27,616
Freedom Day (South Africa),68.42.165.72,2006-04-27,601
Freedom Day (South Africa),PappaG,2006-04-27,612
Freedom Day (South Africa),Bobblewik,2006-04-27,608
Freedom Day (South Africa),Bot-maru,2006-05-18,628
Freedom Day (South Africa),213.3.118.45,2006-07-21,657
Freedom Day (South Africa),213.3.118.45,2006-07-21,657
Freedom Day (South Africa),Joziboy,2006-07-21,682
Freedom Day (South Africa),Joziboy,2006-07-21,682
Freedom Day (South Africa),Tregoweth,2006-09-23,712
Freedom Day (South Africa),217.60.81.41,2006-10-31,808
Freedom Day (South Africa),Twigletmac,2006-10-31,712
Freedom Day (South Africa),206.110.228.40,2006-12-20,769
Freedom Day (South Africa),Thomas Larsen,2006-12-20,712
Freedom Day (South Africa),206.110.228.40,2006-12-20,732
Freedom Day (South Africa),Stephen,2006-12-20,712
Freedom Day (South Africa),Some thing,2007-04-23,720
Freedom Day (South Africa),Zaian,2007-04-27,731
Freedom Day (South Africa),Gregorydavid,2007-04-30,746
Freedom Day (South Africa),62.2.114.162,2008-04-24,899
Freedom Day (South Africa),Verashni,2008-04-25,887
Freedom Day (South Africa),Joshua,2008-04-27,885
Freedom Day (South Africa),193.65.190.29,2008-05-02,904
Freedom Day (South Africa),98.192.82.92,2008-05-08,930
Freedom Day (South Africa),98.192.82.92,2008-05-08,930
Freedom Day (South Africa),71.172.133.250,2008-09-15,1282
Freedom Day (South Africa),Hydrogen Iodide,2008-09-15,930
Freedom Day (South Africa),Namiba,2008-10-14,934
Freedom Day (South Africa),99.145.237.179,2008-11-17,963
Freedom Day (South Africa),129.173.185.129,2008-11-21,934
Freedom Day (South Africa),Inkululeko,2008-12-14,1113
Freedom Day (South Africa),Leuce,2009-01-28,1106
Freedom Day (South Africa),219.135.231.214,2009-02-27,1131
Freedom Day (South Africa),JAnDbot,2009-03-12,1106
Freedom Day (South Africa),41.245.50.147,2009-03-26,1177
Freedom Day (South Africa),41.245.50.147,2009-03-26,1247
Freedom Day (South Africa),41.245.8.131,2009-04-23,1314
Freedom Day (South Africa),41.177.64.224,2009-04-23,1246
Freedom Day (South Africa),Numbo3-bot,2009-04-27,1299
Freedom Day (South Africa),Canuckguy,2009-04-27,1159
Freedom Day (South Africa),86.168.104.2,2009-04-27,1133
Freedom Day (South Africa),SieBot,2009-05-01,1158
Freedom Day (South Africa),198.86.93.166,2009-05-07,1160
Freedom Day (South Africa),198.86.93.166,2009-05-07,1238
Freedom Day (South Africa),Storm Rider,2009-05-07,1158
Freedom Day (South Africa),Alexbot,2009-07-08,1185
Freedom Day (South Africa),Erik9bot,2009-08-07,1234
Freedom Day (South Africa),41.245.9.16,2009-09-01,1260
Freedom Day (South Africa),LilHelpa,2009-11-24,1249
Freedom Day (South Africa),Eamondo2,2009-12-17,1260
Freedom Day (South Africa),SmackBot,2009-12-17,1261
Freedom Day (South Africa),SmackBot,2009-12-28,1257
Freedom Day (South Africa),41.246.242.26,2010-02-17,1265
Freedom Day (South Africa),Retpyrc,2010-02-20,1257
Freedom Day (South Africa),HappyGoLuckyClear,2010-03-14,1283
Freedom Day (South Africa),Sobreira,2010-03-25,1245
Freedom Day (South Africa),165.145.183.33,2010-04-26,1353
Freedom Day (South Africa),92.41.120.156,2010-04-26,1402
Freedom Day (South Africa),165.145.183.33,2010-04-27,1505
Freedom Day (South Africa),Luckas-bot,2010-04-27,1524
Freedom Day (South Africa),FrescoBot,2010-06-04,1525
Freedom Day (South Africa),Loveless,2010-11-28,1563
Freedom Day (South Africa),ZéroBot,2010-12-29,1583
Freedom Day (South Africa),Htonl,2011-04-27,1581
Freedom Day (South Africa),198.54.202.114,2011-04-27,1201
Freedom Day (South Africa),Robertson-Glasgow,2011-04-27,1253
Freedom Day (South Africa),Mufka,2011-04-28,1286
Freedom Day (South Africa),Htonl,2011-04-28,1222
Freedom Day (South Africa),EmausBot,2011-12-23,1204
Freedom Day (South Africa),Xqbot,2011-12-25,1222
Freedom Day (South Africa),Htonl,2012-04-04,1251
Freedom Day (South Africa),Dl2000,2012-07-22,1329
Freedom Day (South Africa),41.240.62.88,2012-08-19,1572
Freedom Day (South Africa),Htonl,2012-08-19,1329
Freedom Day (South Africa),41.241.76.223,2012-10-24,1327
Freedom Day (South Africa),ClueBot NG,2012-10-24,1329
Freedom Day (South Africa),HelenOnline,2012-11-03,1401
Freedom Day (South Africa),Htonl,2013-02-19,1145
Freedom Day (South Africa),118.92.205.149,2013-04-15,1152
Freedom Day (South Africa),HelenOnline,2013-04-15,1145
